LAD21CD,LAD21NM,estimate,r2,std.error,fast
N09000008,Mid and East Antrim,2002.2398738481131,0.9310818775070835,0.3969373143631403,fast
N09000009,Mid Ulster,2003.367200766601,0.9055717036973763,0.7858400753429948,slow
N09000010,"Newry, Mourne and Down",2003.4713582037766,0.9249817538625551,0.6139462826697201,slow
N09000011,Ards and North Down,2001.8634464141126,0.945002290432341,0.28972730434679367,fast
S12000005,Clackmannanshire,2003.2184919013132,0.9765818068617235,0.3178849322947803,slow
S12000006,Dumfries and Galloway,2002.3660639360749,0.9610896869919133,0.31715912532537066,slow
S12000008,East Ayrshire,2002.5304147308668,0.9449906595432532,0.39755399512386663,slow
S12000010,East Lothian,2001.411516703504,0.913620452503628,0.3305012831369475,fast
S12000011,East Renfrewshire,2002.145423664784,0.9501943254699134,0.35109656484155344,fast
S12000013,Na h-Eileanan Siar,2004.657598672348,0.9099999086483964,1.2526146537369207,slow
S12000014,Falkirk,2001.689468220088,0.9522083137056396,0.2759624177596018,fast
S12000017,Highland,2001.631819225049,0.9604066608928679,0.25902403992453277,fast
S12000018,Inverclyde,2001.9140163632053,0.9222650088229096,0.36121942914241284,fast
S12000019,Midlothian,2002.3308885920537,0.9101082480958703,0.515076214865267,slow
S12000020,Moray,2000.6003061060092,0.9557682091241723,0.1797696103737913,fast
S12000021,North Ayrshire,2003.1831751105972,0.9059798628721515,0.767009392935477,slow
S12000023,Orkney Islands,NA,NA,NA,NA
S12000026,Scottish Borders,2001.8507953939525,0.9512982815291595,0.2485971063162132,fast
S12000027,Shetland Islands,2000.9391437719798,0.9056303811932047,0.38856512701729745,fast
S12000028,South Ayrshire,2002.0475535338458,0.9683825996427657,0.2421146931930803,fast
S12000029,South Lanarkshire,2002.3771661710812,0.9435793974226866,0.40981359690674457,slow
